id,lat,lon,type,name,snap_id
2036083160,10.7846363,106.7035969,network_grid,,2036083160
2036083164,10.7832972,106.7049734,network_grid,,2036083164
2036083168,10.7718595,106.7063094,network_grid,,2036083168
2036083228,10.7869102,106.7090457,network_grid,,2036083228
2036083298,10.7729853,106.7064008,network_grid,,2036083298
2036083316,10.7828182,106.7055038,network_grid,,2036083316
2036083527,10.7759006,106.7062744,network_grid,,2036083527
2036083533,10.7714318,106.7062713,network_grid,,2036083533
2036083610,10.7746334,106.7065281,network_grid,,2036083610
2037831398,10.7821171,106.7052865,network_grid,,2037831398
2037831399,10.7817641,106.7057094,network_grid,,2037831399
2043347015,10.7762943,106.7009788,network_grid,,2043347015
2131959240,10.7641724,106.6978358,network_grid,,2131959240
2131959241,10.7640569,106.6979537,network_grid,,2131959241
2139904164,10.7818873,106.7050554,network_grid,,2139904164
2139904165,10.7823181,106.7054797,network_grid,,2139904165
2230280813,10.7864608,106.6947392,network_grid,,2230280813
2230280818,10.7860406,106.6943467,network_grid,,2230280818
2230414266,10.790218,106.6996959,network_grid,,2230414266
2230414268,10.7898718,106.6993696,network_grid,,2230414268
2230976075,10.7932182,106.6903029,network_grid,,2230976075
2231006702,10.7945413,106.6931437,network_grid,,2231006702
2231187556,10.7851707,106.6973003,network_grid,,2231187556
2231187557,10.7856196,106.6977381,network_grid,,2231187557
2231207282,10.7885495,106.6972338,network_grid,,2231207282
2231246984,10.7926929,106.6963155,network_grid,,2231246984
2231313563,10.795323,106.6896422,network_grid,,2231313563
2231349008,10.7926251,106.686956,network_grid,,2231349008
2289921217,10.7558857,106.6855363,network_grid,,2289921217
2289923632,10.7585707,106.684412,network_grid,,2289923632
2290050435,10.7672243,106.6948362,network_grid,,2290050435
2297783341,10.7889008,106.7026198,network_grid,,2297783341
2297783345,10.7892029,106.7029041,network_grid,,2297783345
2332679548,10.7931741,106.6959234,network_grid,,2332679548
2332680419,10.7945693,106.6933415,network_grid,,2332680419
2332682129,10.7928751,106.6876075,network_grid,,2332682129
2358070582,10.7686141,106.7034096,network_grid,,2358070582
2358070584,10.7687542,106.7032974,network_grid,,2358070584
2358070586,10.7686832,106.7034599,network_grid,,2358070586
2358070591,10.7687822,106.7033969,network_grid,,2358070591
2358137396,10.75857,106.6924841,network_grid,,2358137396
2358140872,10.7553773,106.6885142,network_grid,,2358140872
2380787695,10.7678364,106.7024381,network_grid,,2380787695
2380787715,10.7689764,106.7055946,network_grid,,2380787715
2380787716,10.7689763,106.7056739,network_grid,,2380787716
2403044878,10.7882186,106.7030795,network_grid,,2403044878
2403044879,10.7896672,106.7044554,network_grid,,2403044879
2403044880,10.7886488,106.7034951,network_grid,,2403044880
2403044882,10.7879369,106.7028134,network_grid,,2403044882
2408529960,10.7787668,106.6997738,network_grid,,2408529960
2527488815,10.7701665,106.6941984,network_grid,,2527488815
2666742983,10.765327,106.7001553,network_grid,,2666742983
2730493477,10.7711662,106.7043092,network_grid,,2730493477
2899065691,10.7727875,106.6985066,network_grid,,2899065691
2907818487,10.77718,106.7034401,network_grid,,2907818487
2907818488,10.7769646,106.7037077,network_grid,,2907818488
2935020197,10.7635235,106.6824908,network_grid,,2935020197
2974077439,10.7854521,106.7028245,network_grid,,2974077439
3014433881,10.790616,106.6975675,network_grid,,3014433881
3014433882,10.7905339,106.6976612,network_grid,,3014433882
3335314145,10.765385,106.7012021,network_grid,,3335314145
3335337343,10.7749426,106.7029702,network_grid,,3335337343
3335337345,10.7755944,106.7035916,network_grid,,3335337345
3338020106,10.754205,106.6868204,network_grid,,3338020106
3338020109,10.7541974,106.6868577,network_grid,,3338020109
3338020159,10.7576255,106.6907316,network_grid,,3338020159
3338020171,10.7588519,106.6923653,network_grid,,3338020171
3338020342,10.7649795,106.6992603,network_grid,,3338020342
3506700347,10.7699546,106.6943304,network_grid,,3506700347
4099242263,10.7884681,106.6995877,network_grid,,4099242263
4122304294,10.7931118,106.6994696,network_grid,,4122304294
4302891988,10.7648521,106.6926747,network_grid,,4302891988
4591922983,10.7652176,106.6928626,network_grid,,4591922983
4593840507,10.7562315,106.6859871,network_grid,,4593840507
4593841565,10.7560645,106.6858929,network_grid,,4593841565
4593918580,10.7591821,106.68863,network_grid,,4593918580
4593923917,10.7583913,106.6900572,network_grid,,4593923917
4593924323,10.758131,106.6902521,network_grid,,4593924323
4594331987,10.7560315,106.6859487,network_grid,,4594331987
4597084182,10.7658652,106.6934287,network_grid,,4597084182
4597095606,10.7674234,106.6939962,network_grid,,4597095606
4600569893,10.7687685,106.6874113,network_grid,,4600569893
4601580281,10.7845334,106.7079426,network_grid,,4601580281
4602358365,10.7665187,106.6977825,network_grid,,4602358365
4603207418,10.7726603,106.6911167,network_grid,,4603207418
4603243122,10.7652725,106.6901467,network_grid,,4603243122
4603720647,10.7628385,106.6910151,network_grid,,4603720647
4603729664,10.7629065,106.6909689,network_grid,,4603729664
4603729666,10.7630489,106.6908721,network_grid,,4603729666
4603761225,10.7675441,106.6904828,network_grid,,4603761225
4603797315,10.7670651,106.6873765,network_grid,,4603797315
4603817783,10.7568488,106.6857395,network_grid,,4603817783
4603817787,10.7574245,106.6862505,network_grid,,4603817787
4603826290,10.7578045,106.68658,network_grid,,4603826290
4603826296,10.7583078,106.6870241,network_grid,,4603826296
4603846867,10.7609194,106.6893286,network_grid,,4603846867
4603846874,10.7596086,106.6881773,network_grid,,4603846874
4604903936,10.7712405,106.6872293,network_grid,,4604903936
4605017103,10.7712673,106.6947554,network_grid,,4605017103
4605022195,10.770407,106.6890543,network_grid,,4605022195
4605034952,10.7683614,106.687003,network_grid,,4605034952
4605065012,10.7617999,106.6894464,network_grid,,4605065012
4605168357,10.7804132,106.7045468,network_grid,,4605168357
4605168358,10.7802027,106.7047876,snap_poi,Street Art Street (partially demolished),4605168358
4605175933,10.7800151,106.7046381,network_grid,,4605175933
4605180970,10.7792703,106.7045988,network_grid,,4605180970
4605180971,10.7797085,106.705005,snap_poi,Little Japan district,4605180971
4605453644,10.7786471,106.6979087,network_grid,,4605453644
4605462429,10.7836107,106.7026267,network_grid,,4605462429
4606995347,10.7666823,106.6943665,network_grid,,4606995347
4606995348,10.7664238,106.6941425,network_grid,,4606995348
4607337691,10.7648207,106.6854868,network_grid,,4607337691
4607339373,10.7666312,106.6859874,network_grid,,4607339373
4607349131,10.7629606,106.6867776,network_grid,,4607349131
4607349645,10.7630661,106.6860876,network_grid,,4607349645
4607349648,10.7627117,106.6866339,network_grid,,4607349648
4608280833,10.7716294,106.6952704,network_grid,,4608280833
4608688128,10.7712246,106.6954962,network_grid,,4608688128
4608690975,10.7715056,106.6964406,network_grid,,4608690975
4608867550,10.7684433,106.6899228,network_grid,,4608867550
4608876662,10.7667979,106.6882721,network_grid,,4608876662
4608877607,10.7667564,106.6883592,network_grid,,4608877607
4609310620,10.7731521,106.690179,network_grid,,4609310620
4609314796,10.769207,106.6946504,network_grid,,4609314796
4609319428,10.7698062,106.696162,network_grid,,4609319428
4609333639,10.7646871,106.6957228,network_grid,,4609333639
4609586296,10.7607801,106.687015,network_grid,,4609586296
4609829831,10.7565462,106.6852207,network_grid,,4609829831
4609836317,10.7564168,106.6852863,network_grid,,4609836317
4609877993,10.7692382,106.6947303,network_grid,,4609877993
4610625914,10.7712883,106.6934483,network_grid,,4610625914
4610625918,10.7714596,106.6931043,network_grid,,4610625918
4610625919,10.7713851,106.6930475,network_grid,,4610625919
4610643513,10.7710626,106.6936374,network_grid,,4610643513
4610643517,10.7716644,106.6930831,network_grid,,4610643517
4611394688,10.7588488,106.6843011,network_grid,,4611394688
4611407889,10.7590224,106.6846756,network_grid,,4611407889
4611410091,10.7588273,106.6850708,network_grid,,4611410091
4611419047,10.7650671,106.6848888,network_grid,,4611419047
4611419048,10.7656907,106.6851861,network_grid,,4611419048
4612970101,10.7735377,106.6894436,network_grid,,4612970101
4612970105,10.7678862,106.6954098,network_grid,,4612970105
